term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
grave,8,8.333680570023751e-05,13.550686671837498,5,NN,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,grave,grave,grav,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,1,0,0,-1
greatness,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,1,{'n'},1,{'NN'},False,great,great,gre,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,1,1,1
greed,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,greed,greed,gree,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
greedy,5,5.208550356264844e-05,14.228758576950137,6,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,greedi,greedi,greedy,4,1.807354922057604,0.5163871205878868,0,0,1,0,0,1,0,0,0,0,-1
green,4,4.166840285011876e-05,14.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,green,green,green,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,0,1,1
greeting,2,2.083420142505938e-05,15.550686671837498,8,NN,n,2,"{'n', 'v'}",2,"{'NN', 'VBG'}",False,greet,greet,greet,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,1,0,1
grenade,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,grenad,grenad,grenad,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
grief,4,4.166840285011876e-05,14.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,grief,grief,grief,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,1,0,1,0,0,-1
grim,1,1.041710071252969e-05,16.5506866718375,4,JJ,j,1,{'j'},1,{'JJ'},False,grim,grim,grim,1,3.807354922057604,0.2719539230041146,1,1,1,1,0,1,0,1,0,0,-1
gross,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,gross,gross,gross,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
grow,17,0.000177090712113,12.46322383058716,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NN'}",False,grow,grow,grow,8,0.8073549220576041,0.4613456697472023,0,1,0,0,1,0,1,0,0,1,1
grudge,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,grudg,grudg,grudg,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
guarantee,2,2.083420142505938e-05,15.550686671837498,9,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,guarante,guarante,guar,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
guard,10,0.0001041710071252,13.228758576950137,5,$,n,3,"{'x', 'v', 'n'}",5,"{'VBN', 'VB', '$', 'NNP', 'NN'}",False,guard,guard,guard,5,1.4854268271702418,0.5305095811322292,0,0,0,1,0,0,1,0,0,1,1
guardian,17,0.000177090712113,12.46322383058716,8,NNP,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,guardian,guardian,guard,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
guide,4,4.166840285011876e-05,14.550686671837498,5,VB,v,1,{'v'},1,{'VB'},False,guid,guid,guid,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
guilty,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,1,{'j'},1,{'JJ'},False,guilti,guilti,guil,2,2.807354922057604,0.4010507031510862,1,0,0,0,0,1,0,1,0,0,-1
gullible,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,gullibl,gullibl,gull,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,1,-1
gun,10,0.0001041710071252,13.228758576950137,3,NN,n,1,{'n'},1,{'NN'},False,gun,gun,gun,3,2.222392421336448,0.4762269474292389,1,0,0,1,0,1,0,0,0,0,-1
hail,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,hail,hail,hail,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,1,0,0,1,0
hallucination,1,1.041710071252969e-05,16.5506866718375,13,NN,n,1,{'n'},1,{'NN'},False,hallucin,hallucin,hallucin,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
hanging,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,hang,hang,hang,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
happily,2,2.083420142505938e-05,15.550686671837498,7,RB,r,1,{'r'},1,{'RB'},False,happili,happili,happy,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,0,1
happiness,7,7.291970498770782e-05,13.743331749779896,9,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,happi,happi,happy,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,0,1
happy,21,0.0002187591149631,12.15836924905874,5,JJ,j,1,{'j'},1,{'JJ'},False,happi,happi,happy,10,0.4854268271702416,0.346733447978744,0,1,0,0,1,0,1,0,0,1,1
hardened,1,1.041710071252969e-05,16.5506866718375,8,VBN,v,1,{'v'},1,{'VBN'},False,harden,harden,hard,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
harm,5,5.208550356264844e-05,14.228758576950137,4,NN,n,1,{'n'},1,{'NN'},False,harm,harm,harm,4,1.807354922057604,0.5163871205878868,0,0,0,1,0,1,0,0,0,0,-1
harmony,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,harmoni,harmoni,harmony,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,1,1
harvest,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,harvest,harvest,harvest,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,0,1
hate,16,0.0001666736114004,12.550686671837498,4,VBP,v,1,{'v'},2,"{'VB', 'VBP'}",False,hate,hate,hat,10,0.4854268271702416,0.346733447978744,1,0,1,1,0,1,0,1,0,0,-1
hatred,6,6.250260427517813e-05,13.965724171116342,6,NN,v,3,"{'j', 'n', 'v'}",4,"{'JJ', 'VBN', 'NN', 'VBD'}",False,hatr,hatr,hat,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
haunted,5,5.208550356264844e-05,14.228758576950137,7,VBN,v,2,"{'n', 'v'}",2,"{'VBN', 'NNP'}",False,haunt,haunt,haunt,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
haven,4,4.166840285011876e-05,14.550686671837498,5,NNP,v,3,"{'r', 'n', 'v'}",4,"{'VB', 'VBP', 'RB', 'NNP'}",True,haven,haven,hav,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
havoc,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,havoc,havoc,havoc,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
haze,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,haze,haze,haz,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
heal,2,2.083420142505938e-05,15.550686671837498,4,VB,v,1,{'v'},1,{'VB'},False,heal,heal,heal,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,1,1
hearing,3,3.1251302137589066e-05,14.965724171116342,7,VBG,v,2,"{'j', 'v'}",2,"{'JJ', 'VBG'}",False,hear,hear,hear,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,1,0,0,0,0,-1
heartfelt,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,heartfelt,heartfelt,heartfelt,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,1,0,1,1
heartily,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,heartili,heartili,hearty,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
heartless,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,heartless,heartless,heartless,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,1,0,0,-1
heavenly,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,1,{'j'},1,{'JJ'},False,heavenli,heaven,heav,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,1,1
heavens,4,4.166840285011876e-05,14.550686671837498,7,NNS,n,1,{'n'},1,{'NNS'},False,heaven,heaven,heav,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,1,1
hell,8,8.333680570023751e-05,13.550686671837498,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,hell,hell,hel,3,2.222392421336448,0.4762269474292389,1,0,1,1,0,1,0,1,0,0,-1
helper,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,helper,helper,help,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
hemorrhage,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,hemorrhag,hemorrhag,hemorrh,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,1,0,0,-1
hero,6,6.250260427517813e-05,13.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,hero,hero,hero,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,1,1,1
heroic,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,heroic,heroic,hero,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,1,1,1
hideous,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,hideou,hideous,hid,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,1,0,0,-1
highest,4,4.166840285011876e-05,14.550686671837498,7,JJS,j,2,"{'j', 'n'}",2,"{'NNP', 'JJS'}",False,highest,highest,highest,3,2.222392421336448,0.4762269474292389,0,1,0,1,1,1,1,0,1,0,0
hindering,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,hinder,hinder,hind,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
hire,1,1.041710071252969e-05,16.5506866718375,4,VB,v,1,{'v'},1,{'VB'},False,hire,hire,hir,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
hit,16,0.0001666736114004,12.550686671837498,3,VB,v,3,"{'j', 'n', 'v'}",6,"{'NN', 'VBP', 'VB', 'JJ', 'VBN', 'VBD'}",False,hit,hit,hit,8,0.8073549220576041,0.4613456697472023,1,0,0,0,0,1,0,0,0,0,-1
hoax,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,hoax,hoax,hoax,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,1,1,0,-1
holiday,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,holiday,holiday,holiday,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,0,1
honest,4,4.166840285011876e-05,14.550686671837498,6,JJS,j,1,{'j'},1,{'JJS'},False,honest,honest,honest,3,2.222392421336448,0.4762269474292389,1,0,1,1,1,0,1,1,0,1,1
honor,8,8.333680570023751e-05,13.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,honor,honor,hon,5,1.4854268271702418,0.5305095811322292,0,0,0,0,0,0,1,0,0,1,1
hope,30,0.0003125130213758,11.64379607622898,4,VBP,v,3,"{'j', 'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'JJ'}",False,hope,hope,hop,9,0.6374299206152918,0.4097763775384019,0,1,0,0,1,0,1,0,1,1,1
hopeless,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,hopeless,hopeless,hopeless,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,1,0,0,-1
hopelessness,1,1.041710071252969e-05,16.5506866718375,12,NN,n,1,{'n'},1,{'NN'},False,hopeless,hopeless,hopeless,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
horrible,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,horribl,horribl,horr,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
hospital,22,0.0002291762156756,12.091255053200202,8,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,hospit,hospit,hospit,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,0,0,1,0,1,0
hostage,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,hostag,hostag,host,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
howl,107,0.0011146297762406,9.809219685436352,4,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,howl,howl,howl,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,1,0,-1
huff,81,0.0008437851577149,10.210836668952874,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,huff,huff,huff,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
humanity,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,human,human,hum,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,1,1
humble,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,humbl,humbl,humbl,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,1,1,0,0,0
humbled,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,humbl,humbl,humbl,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,1,0,0,1
hungry,21,0.0002187591149631,12.15836924905874,6,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,hungri,hungri,hungry,8,0.8073549220576041,0.4613456697472023,0,1,0,0,0,1,0,0,0,0,-1
hunter,8,8.333680570023751e-05,13.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,hunter,hunter,hunt,2,2.807354922057604,0.4010507031510862,0,1,0,1,0,1,0,1,0,0,-1
hunting,4,4.166840285011876e-05,14.550686671837498,7,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBG'}",False,hunt,hunt,hunt,4,1.807354922057604,0.5163871205878868,1,1,0,1,0,1,0,0,0,0,-1
hurrah,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,hurrah,hurrah,hurrah,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
hurried,1,1.041710071252969e-05,16.5506866718375,7,VBD,v,1,{'v'},1,{'VBD'},False,hurri,hurri,hurry,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,1,0,0,0,0,-1
hurt,32,0.0003333472228009,11.550686671837498,4,VB,v,2,"{'n', 'v'}",5,"{'NN', 'VBP', 'VB', 'VBN', 'VBD'}",False,hurt,hurt,hurt,12,0.222392421336448,0.1906220754312411,1,0,0,1,0,1,0,1,0,0,-1
hurting,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,hurt,hurt,hurt,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
hut,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,hut,hut,hut,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,1,0,0,1
hydra,1,1.041710071252969e-05,16.5506866718375,5,NNP,n,1,{'n'},1,{'NNP'},False,hydra,hydra,hydr,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
idiot,10,0.0001041710071252,13.228758576950137,5,NN,n,2,"{'n', 'v'}",5,"{'VBZ', 'VBP', 'VB', 'NNP', 'NN'}",False,idiot,idiot,idiot,6,1.222392421336448,0.5238824662870492,0,0,1,0,0,1,0,0,0,0,-1
idiotic,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,idiot,idiot,idiot,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
ill,3,3.1251302137589066e-05,14.965724171116342,3,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,ill,ill,il,3,2.222392421336448,0.4762269474292389,1,0,1,1,0,1,0,1,0,0,-1
illegal,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,illeg,illeg,illeg,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
illness,4,4.166840285011876e-05,14.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,ill,ill,il,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,1,0,1,0,0,-1
immediately,13,0.0001354223092628,12.850246953696406,11,RB,r,1,{'r'},1,{'RB'},False,immedi,immedi,immedy,6,1.222392421336448,0.5238824662870492,0,1,0,0,0,1,1,0,0,0,0
impart,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,impart,impart,impart,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
important,18,0.0001875078128255,12.380761670395186,9,JJ,j,1,{'j'},1,{'JJ'},False,import,import,import,11,0.3479233034203068,0.2733683098302411,0,0,0,0,0,0,1,0,0,1,1
impossible,19,0.000197924913538,12.302759158393911,10,JJ,j,1,{'j'},1,{'JJ'},False,imposs,imposs,imposs,9,0.6374299206152918,0.4097763775384019,0,0,0,0,0,1,0,1,0,0,-1
improve,2,2.083420142505938e-05,15.550686671837498,7,VB,v,1,{'v'},1,{'VB'},False,improv,improv,improv,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,1,1
impurity,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,impur,impur,imp,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
incompetent,1,1.041710071252969e-05,16.5506866718375,11,JJ,j,1,{'j'},1,{'JJ'},False,incompet,incompet,incompet,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,1,0,0,-1
incurable,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,incur,incur,int,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
indecent,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,indec,indec,indec,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
independence,1,1.041710071252969e-05,16.5506866718375,12,NN,n,1,{'n'},1,{'NN'},False,independ,independ,independ,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,1,1
infamous,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,infam,infam,infam,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
inflict,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,inflict,inflict,inflict,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
influence,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,influenc,influenc,influ,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,1,0,0,0,0
inhuman,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,inhuman,inhuman,inhum,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
injury,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,injuri,injuri,injury,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
injustice,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,injustic,injustic,injust,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
innocent,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,1,{'j'},1,{'JJ'},False,innoc,innoc,innoc,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
insane,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,insan,insan,ins,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
insanity,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,insan,insan,ins,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
inspiration,4,4.166840285011876e-05,14.550686671837498,11,NN,n,1,{'n'},1,{'NN'},False,inspir,inspir,inspir,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,0,0,1
inspired,2,2.083420142505938e-05,15.550686671837498,8,VBN,v,1,{'v'},1,{'VBN'},False,inspir,inspir,inspir,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,1,1,1
instruction,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,instruct,instruct,instruct,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
instructor,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,instructor,instructor,instruct,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,1,1
insult,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,insult,insult,insult,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,1,1,0,-1
intense,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,intens,intens,intens,1,3.807354922057604,0.2719539230041146,1,0,1,1,1,1,1,0,1,1,0
interested,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,interest,interest,interest,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,0,1,1,0,0,1
intervention,1,1.041710071252969e-05,16.5506866718375,12,NN,n,1,{'n'},1,{'NN'},False,intervent,intervent,interv,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,1,1,0,0,0
intolerable,1,1.041710071252969e-05,16.5506866718375,11,JJ,j,1,{'j'},1,{'JJ'},False,intoler,intoler,intol,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
intruder,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,intrud,intrud,intrud,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,1,0,-1
invitation,8,8.333680570023751e-05,13.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,invit,invit,invit,3,2.222392421336448,0.4762269474292389,0,1,0,0,0,0,1,0,0,0,1
invite,4,4.166840285011876e-05,14.550686671837498,6,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,invit,invit,invit,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,1,1,1
iron,8,8.333680570023751e-05,13.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,iron,iron,iron,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
irrational,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,irrat,irrat,ir,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,0,0,0,-1
irrefutable,1,1.041710071252969e-05,16.5506866718375,11,JJ,j,1,{'j'},1,{'JJ'},False,irrefut,irrefut,irrefut,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
jackpot,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,jackpot,jackpot,jackpot,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,0,1
jail,1,1.041710071252969e-05,16.5506866718375,4,VB,v,1,{'v'},1,{'VB'},False,jail,jail,jail,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
jealous,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,jealou,jealous,jeal,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
jerk,14,0.0001458394099754,12.743331749779896,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,jerk,jerk,jerk,3,2.222392421336448,0.4762269474292389,1,0,0,0,0,0,0,0,1,0,0
journey,13,0.0001354223092628,12.850246953696406,7,NN,n,2,"{'v', 'n'}",3,"{'VBP', 'NN', 'NNP'}",False,journey,journey,journey,6,1.222392421336448,0.5238824662870492,0,1,0,1,1,0,1,0,0,0,1
joy,4,4.166840285011876e-05,14.550686671837498,3,NN,n,1,{'n'},1,{'NN'},False,joy,joy,joy,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,0,1
joyous,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,joyou,joyous,joy,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
jump,12,0.0001250052085503,12.965724171116342,4,NN,n,2,"{'v', 'n'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,jump,jump,jump,7,1.0,0.5,0,0,0,0,1,0,1,0,0,0,1
justice,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,justic,justic,just,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
kick,5,5.208550356264844e-05,14.228758576950137,4,NNP,n,2,"{'v', 'n'}",2,"{'VB', 'NNP'}",False,kick,kick,kick,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
kidnap,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,kidnap,kidnap,kidnap,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,1,0,-1
kill,43,0.0004479353306387,11.1244219171354,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,kill,kill,kil,7,1.0,0.5,0,0,0,1,0,1,0,1,0,0,-1
killing,6,6.250260427517813e-05,13.965724171116342,7,VBG,v,1,{'v'},1,{'VBG'},False,kill,kill,kil,4,1.807354922057604,0.5163871205878868,1,0,0,1,0,1,0,1,0,0,-1
kind,32,0.0003333472228009,11.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,kind,kind,kind,11,0.3479233034203068,0.2733683098302411,0,0,0,0,1,0,1,0,0,1,1
kiss,5,5.208550356264844e-05,14.228758576950137,4,VB,v,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,kiss,kiss,kiss,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,1,0,1
kite,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,kite,kite,kit,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
