term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf
robes,2,2.083420142505938e-05,15.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,robe,robe,rob,1,3.807354922057604,0.2719539230041146
robot,14,0.0001458394099754,12.743331749779896,5,NN,n,1,{'n'},1,{'NN'},False,robot,robot,robot,1,3.807354922057604,0.2719539230041146
robots,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,1,{'n'},1,{'NNS'},False,robot,robot,robot,1,3.807354922057604,0.2719539230041146
robust,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,robust,robust,robust,1,3.807354922057604,0.2719539230041146
rock,5,5.208550356264844e-05,14.228758576950137,4,NN,n,1,{'n'},1,{'NN'},False,rock,rock,rock,4,1.8073549220576042,0.5163871205878868
rocket,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,rocket,rocket,rocket,1,3.807354922057604,0.2719539230041146
rocks,4,4.166840285011876e-05,14.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,rock,rock,rock,3,2.222392421336448,0.4762269474292389
roger,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,roger,roger,rog,1,3.807354922057604,0.2719539230041146
roman,2,2.083420142505938e-05,15.550686671837498,5,NNP,n,1,{'n'},1,{'NNP'},False,roman,roman,rom,1,3.807354922057604,0.2719539230041146
romance,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,romanc,romanc,rom,1,3.807354922057604,0.2719539230041146
romantic,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,romant,romant,rom,1,3.807354922057604,0.2719539230041146
rome,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,rome,rome,rom,1,3.807354922057604,0.2719539230041146
romooska,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,romooska,romooska,romoosk,1,3.807354922057604,0.2719539230041146
roof,5,5.208550356264844e-05,14.228758576950137,4,NN,n,1,{'n'},1,{'NN'},False,roof,roof,roof,4,1.8073549220576042,0.5163871205878868
room,32,0.0003333472228009,11.550686671837498,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,room,room,room,10,0.48542682717024166,0.34673344797874406
rooms,4,4.166840285011876e-05,14.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,room,room,room,2,2.807354922057604,0.40105070315108626
rooting,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,root,root,root,1,3.807354922057604,0.2719539230041146
roots,7,7.291970498770782e-05,13.743331749779896,5,NNS,n,1,{'n'},1,{'NNS'},False,root,root,root,3,2.222392421336448,0.4762269474292389
rope,8,8.333680570023751e-05,13.550686671837498,4,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,rope,rope,rop,4,1.8073549220576042,0.5163871205878868
ropes,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,rope,rope,rop,1,3.807354922057604,0.2719539230041146
rose,6,6.250260427517813e-05,13.965724171116342,4,VBD,v,1,{'v'},1,{'VBD'},False,rose,rose,ros,4,1.8073549220576042,0.5163871205878868
rosso,5,5.208550356264844e-05,14.228758576950137,5,NNP,n,1,{'n'},1,{'NNP'},False,rosso,rosso,rosso,1,3.807354922057604,0.2719539230041146
rosy,1,1.041710071252969e-05,16.5506866718375,4,JJ,j,1,{'j'},1,{'JJ'},False,rosi,rosi,rosy,1,3.807354922057604,0.2719539230041146
rot,1,1.041710071252969e-05,16.5506866718375,3,VB,v,1,{'v'},1,{'VB'},False,rot,rot,rot,1,3.807354922057604,0.2719539230041146
rots,2,2.083420142505938e-05,15.550686671837498,4,NNS,n,2,"{'v', 'n'}",2,"{'VBZ', 'NNS'}",False,rot,rot,rot,1,3.807354922057604,0.2719539230041146
rotten,3,3.1251302137589066e-05,14.965724171116342,6,VBP,v,2,"{'j', 'v'}",2,"{'JJ', 'VBP'}",False,rotten,rotten,rot,2,2.807354922057604,0.40105070315108626
rotting,2,2.083420142505938e-05,15.550686671837498,7,NN,n,2,"{'n', 'v'}",2,"{'NN', 'VBG'}",False,rot,rot,rot,1,3.807354922057604,0.2719539230041146
rouge,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,roug,roug,roug,3,2.222392421336448,0.4762269474292389
rough,3,3.1251302137589066e-05,14.965724171116342,5,JJ,j,1,{'j'},1,{'JJ'},False,rough,rough,rough,3,2.222392421336448,0.4762269474292389
round,35,0.0003645985249385,11.421403654892533,5,NN,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,round,round,round,4,1.8073549220576042,0.5163871205878868
rounded,1,1.041710071252969e-05,16.5506866718375,7,VBD,v,1,{'v'},1,{'VBD'},False,round,round,round,1,3.807354922057604,0.2719539230041146
rounding,1,1.041710071252969e-05,16.5506866718375,8,VBG,v,1,{'v'},1,{'VBG'},False,round,round,round,1,3.807354922057604,0.2719539230041146
rounds,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,round,round,round,1,3.807354922057604,0.2719539230041146
roving,1,1.041710071252969e-05,16.5506866718375,6,VBG,v,1,{'v'},1,{'VBG'},False,rove,rove,rov,1,3.807354922057604,0.2719539230041146
rowdy,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,rowdi,rowdi,rowdy,1,3.807354922057604,0.2719539230041146
royal,7,7.291970498770782e-05,13.743331749779896,5,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,royal,royal,roy,3,2.222392421336448,0.4762269474292389
rub,3,3.1251302137589066e-05,14.965724171116342,3,VB,v,1,{'v'},1,{'VB'},False,rub,rub,rub,3,2.222392421336448,0.4762269474292389
rubber,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,rubber,rubber,rub,1,3.807354922057604,0.2719539230041146
rubbish,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,rubbish,rubbish,rub,1,3.807354922057604,0.2719539230041146
rubs,1,1.041710071252969e-05,16.5506866718375,4,VBZ,v,1,{'v'},1,{'VBZ'},False,rub,rub,rub,1,3.807354922057604,0.2719539230041146
rudder,4,4.166840285011876e-05,14.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,rudder,rudder,rud,2,2.807354922057604,0.40105070315108626
rude,4,4.166840285011876e-05,14.550686671837498,4,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,rude,rude,rud,4,1.8073549220576042,0.5163871205878868
rudimentary,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,rudimentari,rudimentari,rudy,1,3.807354922057604,0.2719539230041146
ruined,5,5.208550356264844e-05,14.228758576950137,6,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,ruin,ruin,ruin,2,2.807354922057604,0.40105070315108626
rule,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,rule,rule,rul,3,2.222392421336448,0.4762269474292389
rules,9,9.37539064127672e-05,13.380761670395186,5,NNS,n,1,{'n'},1,{'NNS'},False,rule,rule,rul,5,1.4854268271702418,0.5305095811322292
rumi,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,rumi,rumi,rum,1,3.807354922057604,0.2719539230041146
rumor,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,rumor,rumor,rum,2,2.807354922057604,0.40105070315108626
rumors,3,3.1251302137589066e-05,14.965724171116342,6,NNS,n,1,{'n'},1,{'NNS'},False,rumor,rumor,rum,3,2.222392421336448,0.4762269474292389
run,55,0.0005729405391891,10.769326958312838,3,VB,v,2,"{'n', 'v'}",5,"{'VBP', 'VBN', 'VB', 'NNP', 'NN'}",False,run,run,run,12,0.22239242133644802,0.19062207543124116
rundown,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,rundown,rundown,rundown,1,3.807354922057604,0.2719539230041146
runner,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,runner,runner,run,1,3.807354922057604,0.2719539230041146
running,14,0.0001458394099754,12.743331749779896,7,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,run,run,run,8,0.8073549220576041,0.4613456697472023
runs,3,3.1251302137589066e-05,14.965724171116342,4,VBZ,v,1,{'v'},1,{'VBZ'},False,run,run,run,3,2.222392421336448,0.4762269474292389
runts,2,2.083420142505938e-05,15.550686671837498,5,NNS,n,2,"{'v', 'n'}",2,"{'VBP', 'NNS'}",False,runt,runt,runt,1,3.807354922057604,0.2719539230041146
rural,2,2.083420142505938e-05,15.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,rural,rural,rur,1,3.807354922057604,0.2719539230041146
rush,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,rush,rush,rush,2,2.807354922057604,0.40105070315108626
rushes,1,1.041710071252969e-05,16.5506866718375,6,VBZ,v,1,{'v'},1,{'VBZ'},False,rush,rush,rush,1,3.807354922057604,0.2719539230041146
russia,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,russia,russia,russ,1,3.807354922057604,0.2719539230041146
rusting,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,rust,rust,rust,1,3.807354922057604,0.2719539230041146
ryoko,1,1.041710071252969e-05,16.5506866718375,5,NNP,n,1,{'n'},1,{'NNP'},False,ryoko,ryoko,ryoko,1,3.807354922057604,0.2719539230041146
ryûtarô,4,4.166840285011876e-05,14.550686671837498,7,NNP,n,3,"{'j', 'r', 'n'}",3,"{'JJ', 'RB', 'NNP'}",False,ryûtarô,ryûtarô,ryûtarô,1,3.807354922057604,0.2719539230041146
s,2344,0.0244176840701695,5.355929817415251,1,VBZ,v,5,"{'j', 'n', 'v', 'r', 'x'}",15,"{'JJR', 'VBZ', 'MD', 'VBP', 'CC', 'NNS', 'VB', 'JJ', 'PDT', 'NNP', 'PRP', 'RB', 'NN', 'VBD', 'POS'}",True,s,s,s,14,0.0,0.0
sabotaged,1,1.041710071252969e-05,16.5506866718375,9,VBD,v,1,{'v'},1,{'VBD'},False,sabotag,sabotag,sabot,1,3.807354922057604,0.2719539230041146
sack,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,sack,sack,sack,1,3.807354922057604,0.2719539230041146
sacred,4,4.166840285011876e-05,14.550686671837498,6,JJ,j,1,{'j'},1,{'JJ'},False,sacr,sacr,sacr,2,2.807354922057604,0.40105070315108626
sacrifice,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,sacrific,sacrific,sacr,1,3.807354922057604,0.2719539230041146
sacrificed,1,1.041710071252969e-05,16.5506866718375,10,VBD,v,1,{'v'},1,{'VBD'},False,sacrif,sacrif,sacr,1,3.807354922057604,0.2719539230041146
sad,6,6.250260427517813e-05,13.965724171116342,3,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,sad,sad,sad,5,1.4854268271702418,0.5305095811322292
sadness,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,sad,sad,sad,2,2.807354922057604,0.40105070315108626
sado,5,5.208550356264844e-05,14.228758576950137,4,NNP,n,1,{'n'},1,{'NNP'},False,sado,sado,sado,1,3.807354922057604,0.2719539230041146
safe,13,0.0001354223092628,12.850246953696406,4,JJ,j,1,{'j'},1,{'JJ'},False,safe,safe,saf,8,0.8073549220576041,0.4613456697472023
safely,3,3.1251302137589066e-05,14.965724171116342,6,RB,r,1,{'r'},1,{'RB'},False,safe,safe,saf,3,2.222392421336448,0.4762269474292389
safest,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,safest,safest,safest,1,3.807354922057604,0.2719539230041146
safety,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,safeti,safeti,saf,1,3.807354922057604,0.2719539230041146
safflower,1,1.041710071252969e-05,16.5506866718375,9,NNP,n,1,{'n'},1,{'NNP'},False,safflow,safflow,safflow,1,3.807354922057604,0.2719539230041146
safflowerdye,2,2.083420142505938e-05,15.550686671837498,12,JJ,j,1,{'j'},1,{'JJ'},False,safflowerdy,safflowerdy,safflowerdy,1,3.807354922057604,0.2719539230041146
safflowers,1,1.041710071252969e-05,16.5506866718375,10,NNS,n,1,{'n'},1,{'NNS'},False,safflow,safflow,safflow,1,3.807354922057604,0.2719539230041146
sagami,6,6.250260427517813e-05,13.965724171116342,6,NNP,n,1,{'n'},1,{'NNP'},False,sagami,sagami,sagam,1,3.807354922057604,0.2719539230041146
sagi,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,sagi,sagi,sag,1,3.807354922057604,0.2719539230041146
said,68,0.000708362848452,10.46322383058716,4,VBD,v,1,{'v'},1,{'VBD'},False,said,said,said,13,0.10691520391651188,0.09927840363676103
sail,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,sail,sail,sail,1,3.807354922057604,0.2719539230041146
sailed,2,2.083420142505938e-05,15.550686671837498,6,VBD,v,1,{'v'},1,{'VBD'},False,sail,sail,sail,1,3.807354922057604,0.2719539230041146
sailors,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,sailor,sailor,sail,1,3.807354922057604,0.2719539230041146
sake,9,9.37539064127672e-05,13.380761670395186,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,sake,sake,sak,5,1.4854268271702418,0.5305095811322292
salary,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,salari,salari,sal,1,3.807354922057604,0.2719539230041146
sale,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,sale,sale,sal,1,3.807354922057604,0.2719539230041146
sales,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,sale,sale,sal,1,3.807354922057604,0.2719539230041146
salt,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,salt,salt,salt,2,2.807354922057604,0.40105070315108626
salts,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,salt,salt,salt,1,3.807354922057604,0.2719539230041146
sama,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,sama,sama,sam,1,3.807354922057604,0.2719539230041146
same,30,0.0003125130213758,11.64379607622898,4,JJ,j,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",True,same,same,sam,9,0.6374299206152918,0.4097763775384019
samurai,15,0.0001562565106879,12.64379607622898,7,NN,n,2,"{'v', 'n'}",3,"{'NN', 'VBD', 'NNS'}",False,samurai,samurai,samura,2,2.807354922057604,0.40105070315108626
san,21,0.0002187591149631,12.15836924905874,3,NNP,n,1,{'n'},1,{'NNP'},False,san,san,san,1,3.807354922057604,0.2719539230041146
sanatorium,3,3.1251302137589066e-05,14.965724171116342,10,NN,n,1,{'n'},1,{'NN'},False,sanatorium,sanatorium,sanator,1,3.807354922057604,0.2719539230041146
sanctuary,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,sanctuari,sanctuari,sanctu,1,3.807354922057604,0.2719539230041146
sand,6,6.250260427517813e-05,13.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,sand,sand,sand,2,2.807354922057604,0.40105070315108626
sandal,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,1,{'n'},1,{'NN'},False,sandal,sandal,sand,2,2.807354922057604,0.40105070315108626
sandals,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,sandal,sandal,sand,1,3.807354922057604,0.2719539230041146
sandra,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,sandra,sandra,sandr,1,3.807354922057604,0.2719539230041146
sang,2,2.083420142505938e-05,15.550686671837498,4,VBD,v,1,{'v'},1,{'VBD'},False,sang,sang,sang,2,2.807354922057604,0.40105070315108626
santa,1,1.041710071252969e-05,16.5506866718375,5,NNP,n,1,{'n'},1,{'NNP'},False,santa,santa,sant,1,3.807354922057604,0.2719539230041146
sanuki,2,2.083420142505938e-05,15.550686671837498,6,NNP,n,1,{'n'},1,{'NNP'},False,sanuki,sanuki,sanuk,1,3.807354922057604,0.2719539230041146
sap,1,1.041710071252969e-05,16.5506866718375,3,VB,v,1,{'v'},1,{'VB'},False,sap,sap,sap,1,3.807354922057604,0.2719539230041146
sarah,1,1.041710071252969e-05,16.5506866718375,5,NNP,n,1,{'n'},1,{'NNP'},False,sarah,sarah,sarah,1,3.807354922057604,0.2719539230041146
sasuke,7,7.291970498770782e-05,13.743331749779896,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,sasuk,sasuk,sasuk,1,3.807354922057604,0.2719539230041146
sat,1,1.041710071252969e-05,16.5506866718375,3,VBD,v,1,{'v'},1,{'VBD'},False,sat,sat,sat,1,3.807354922057604,0.2719539230041146
satellites,1,1.041710071252969e-05,16.5506866718375,10,NNS,n,1,{'n'},1,{'NNS'},False,satellit,satellit,satellit,1,3.807354922057604,0.2719539230041146
satisfied,4,4.166840285011876e-05,14.550686671837498,9,VBN,v,1,{'v'},1,{'VBN'},False,satisfi,satisfi,satisfy,3,2.222392421336448,0.4762269474292389
satomi,5,5.208550356264844e-05,14.228758576950137,6,NNP,n,1,{'n'},1,{'NNP'},False,satomi,satomi,satom,1,3.807354922057604,0.2719539230041146
satsuke,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,satsuk,satsuk,satsuk,1,3.807354922057604,0.2719539230041146
satsuki,25,0.0002604275178132,11.906830482062771,7,NNP,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,satsuki,satsuki,satsuk,1,3.807354922057604,0.2719539230041146
satsukichan,2,2.083420142505938e-05,15.550686671837498,11,MD,n,2,"{'n', 'x'}",2,"{'MD', 'NN'}",False,satsukichan,satsukichan,satsukich,1,3.807354922057604,0.2719539230041146
saturday,2,2.083420142505938e-05,15.550686671837498,8,NNP,n,1,{'n'},1,{'NNP'},False,saturday,saturday,saturday,1,3.807354922057604,0.2719539230041146
saturdays,1,1.041710071252969e-05,16.5506866718375,9,NNP,n,1,{'n'},1,{'NNP'},False,saturday,saturday,saturday,1,3.807354922057604,0.2719539230041146
sauces,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,sauc,sauc,sauc,1,3.807354922057604,0.2719539230041146
saucy,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,sauci,sauci,saucy,1,3.807354922057604,0.2719539230041146
save,26,0.0002708446185257,11.850246953696406,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,save,save,sav,10,0.48542682717024166,0.34673344797874406
saved,23,0.0002395933163881,12.027124715780486,5,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,save,save,sav,12,0.22239242133644802,0.19062207543124116
saver,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,saver,saver,sav,1,3.807354922057604,0.2719539230041146
saving,9,9.37539064127672e-05,13.380761670395186,6,VBG,v,1,{'v'},1,{'VBG'},False,save,save,sav,6,1.222392421336448,0.5238824662870492
savings,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,save,save,sav,1,3.807354922057604,0.2719539230041146
saw,33,0.0003437643235134,11.506292552479046,3,VBD,v,1,{'v'},1,{'VBD'},False,saw,saw,saw,13,0.10691520391651188,0.09927840363676103
say,102,0.001062544272678,9.878261329866003,3,VBP,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,say,say,say,14,0.0,0.0
saying,23,0.0002395933163881,12.027124715780486,6,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,say,say,say,8,0.8073549220576041,0.4613456697472023
sayings,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,say,say,say,1,3.807354922057604,0.2719539230041146
says,24,0.0002500104171007,11.965724171116342,4,VBZ,v,1,{'v'},2,"{'VBZ', 'VBD'}",False,say,say,say,11,0.3479233034203068,0.2733683098302411
scandals,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,scandal,scandal,scand,1,3.807354922057604,0.2719539230041146
scar,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,scar,scar,scar,1,3.807354922057604,0.2719539230041146
scarce,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,scarc,scarc,scarc,2,2.807354922057604,0.40105070315108626
scare,2,2.083420142505938e-05,15.550686671837498,5,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,scare,scare,scar,2,2.807354922057604,0.40105070315108626
scarecrow,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,1,{'n'},1,{'NN'},False,scarecrow,scarecrow,scarecrow,1,3.807354922057604,0.2719539230041146
scared,24,0.0002500104171007,11.965724171116342,6,VBN,v,2,"{'j', 'v'}",3,"{'JJ', 'VBN', 'VBD'}",False,scare,scare,scar,11,0.3479233034203068,0.2733683098302411
scaredycat,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,scaredycat,scaredycat,scaredyc,1,3.807354922057604,0.2719539230041146
scariest,1,1.041710071252969e-05,16.5506866718375,8,JJS,j,1,{'j'},1,{'JJS'},False,scariest,scariest,scariest,1,3.807354922057604,0.2719539230041146
scaring,2,2.083420142505938e-05,15.550686671837498,7,VBG,v,1,{'v'},1,{'VBG'},False,scare,scare,scar,2,2.807354922057604,0.40105070315108626
scary,13,0.0001354223092628,12.850246953696406,5,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,scari,scari,scary,8,0.8073549220576041,0.4613456697472023
scarylooking,1,1.041710071252969e-05,16.5506866718375,12,JJ,j,1,{'j'},1,{'JJ'},False,scarylook,scarylook,scarylook,1,3.807354922057604,0.2719539230041146
scatter,1,1.041710071252969e-05,16.5506866718375,7,VB,v,1,{'v'},1,{'VB'},False,scatter,scatter,scat,1,3.807354922057604,0.2719539230041146
scattered,1,1.041710071252969e-05,16.5506866718375,9,VBN,v,1,{'v'},1,{'VBN'},False,scatter,scatter,scat,1,3.807354922057604,0.2719539230041146
scattering,1,1.041710071252969e-05,16.5506866718375,10,VBG,v,1,{'v'},1,{'VBG'},False,scatter,scatter,scat,1,3.807354922057604,0.2719539230041146
scenario,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,scenario,scenario,scenario,1,3.807354922057604,0.2719539230041146
scene,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,scene,scene,scen,1,3.807354922057604,0.2719539230041146
scenery,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,sceneri,sceneri,scenery,2,2.807354922057604,0.40105070315108626
scent,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,scent,scent,scent,1,3.807354922057604,0.2719539230041146
schedule,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,schedul,schedul,schedule,1,3.807354922057604,0.2719539230041146
schneider,2,2.083420142505938e-05,15.550686671837498,9,NNP,n,1,{'n'},1,{'NNP'},False,schneider,schneider,schneider,1,3.807354922057604,0.2719539230041146
school,40,0.0004166840285011,11.228758576950137,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,school,school,school,7,1.0,0.5
schubert,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,schubert,schubert,schubert,1,3.807354922057604,0.2719539230041146
science,4,4.166840285011876e-05,14.550686671837498,7,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,scienc,scienc,sci,3,2.222392421336448,0.4762269474292389
scientific,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,scientif,scientif,sci,1,3.807354922057604,0.2719539230041146
scientists,1,1.041710071252969e-05,16.5506866718375,10,NNS,n,1,{'n'},1,{'NNS'},False,scientist,scientist,sci,1,3.807354922057604,0.2719539230041146
scissors,2,2.083420142505938e-05,15.550686671837498,8,NNS,n,1,{'n'},1,{'NNS'},False,scissor,scissor,sciss,2,2.807354922057604,0.40105070315108626
scold,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,scold,scold,scold,1,3.807354922057604,0.2719539230041146
scolded,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,scold,scold,scold,1,3.807354922057604,0.2719539230041146
scolding,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,scold,scold,scold,1,3.807354922057604,0.2719539230041146
scorch,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,scorch,scorch,scorch,1,3.807354922057604,0.2719539230041146
scorching,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,scorch,scorch,scorch,1,3.807354922057604,0.2719539230041146
score,4,4.166840285011876e-05,14.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,score,score,scor,2,2.807354922057604,0.40105070315108626
scorned,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,scorn,scorn,scorn,1,3.807354922057604,0.2719539230041146
scorpion,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,scorpion,scorpion,scorp,1,3.807354922057604,0.2719539230041146
scrambled,1,1.041710071252969e-05,16.5506866718375,9,VBD,v,1,{'v'},1,{'VBD'},False,scrambl,scrambl,scrambled,1,3.807354922057604,0.2719539230041146
scrap,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,scrap,scrap,scrap,1,3.807354922057604,0.2719539230041146
scraps,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,scrap,scrap,scraps,1,3.807354922057604,0.2719539230041146
scratch,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,scratch,scratch,scratch,1,3.807354922057604,0.2719539230041146
scratched,1,1.041710071252969e-05,16.5506866718375,9,VBN,v,1,{'v'},1,{'VBN'},False,scratch,scratch,scratched,1,3.807354922057604,0.2719539230041146
scream,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,scream,scream,scream,2,2.807354922057604,0.40105070315108626
screamed,1,1.041710071252969e-05,16.5506866718375,8,VBD,v,1,{'v'},1,{'VBD'},False,scream,scream,screamed,1,3.807354922057604,0.2719539230041146
